Gender,Percentile,Year,Life Expectancy Adjusted
M,5,2001,76.197342
M,5,2002,76.136131
M,5,2003,76.01042199999999
M,5,2004,76.36608100000001
M,5,2005,76.260056
M,5,2006,76.538399
M,5,2007,76.319717
M,5,2008,76.76400799999999
M,5,2009,75.678368
M,5,2010,76.113747
M,5,2011,76.094116
M,5,2012,76.215599
M,5,2013,75.81259200000001
M,5,2014,76.585335
M,6,2001,75.408272
M,6,2002,76.382202
M,6,2003,75.944992
M,6,2004,76.771568
M,6,2005,76.9338
M,6,2006,76.255661
M,6,2007,76.99855
M,6,2008,76.44459499999999
M,6,2009,75.834808
M,6,2010,76.95723000000001
M,6,2011,76.248199
M,6,2012,76.10305799999999
M,6,2013,75.99700899999999
M,6,2014,76.961548
M,7,2001,76.042953
M,7,2002,75.496422
M,7,2003,76.777512
M,7,2004,76.362633
M,7,2005,76.198257
M,7,2006,76.147171
M,7,2007,76.70039399999999
M,7,2008,76.440498
M,7,2009,76.061317
M,7,2010,76.79563900000001
M,7,2011,76.518852
M,7,2012,76.565536
M,7,2013,76.325012
M,7,2014,76.166847
M,8,2001,75.032036
M,8,2002,75.698166
M,8,2003,75.788956
M,8,2004,76.296364
M,8,2005,76.32032
M,8,2006,76.396446
M,8,2007,76.286041
M,8,2008,75.89373
M,8,2009,75.51835600000001
M,8,2010,76.337814
M,8,2011,77.27716099999999
M,8,2012,75.42873399999999
M,8,2013,75.640541
M,8,2014,77.165527
M,9,2001,75.39852900000001
M,9,2002,74.88679499999999
M,9,2003,75.554008
M,9,2004,76.0187
M,9,2005,75.680725
M,9,2006,76.200928
M,9,2007,76.806389
M,9,2008,75.82086899999999
M,9,2009,76.246353
M,9,2010,77.03850600000001
M,9,2011,76.639709
M,9,2012,76.230194
M,9,2013,76.90169499999999
M,9,2014,77.369072
M,10,2001,75.80004100000001
M,10,2002,75.640793
M,10,2003,75.67997700000001
M,10,2004,76.471954
M,10,2005,76.198219
M,10,2006,76.40677600000001
M,10,2007,76.239754
M,10,2008,76.85672
M,10,2009,75.915825
M,10,2010,77.245224
M,10,2011,77.453239
M,10,2012,76.388283
M,10,2013,76.730614
M,10,2014,76.621315
M,11,2001,75.810158
M,11,2002,75.328918
M,11,2003,75.902428
M,11,2004,76.583977
M,11,2005,76.118881
M,11,2006,75.939026
M,11,2007,76.293175
M,11,2008,76.223381
M,11,2009,76.270424
M,11,2010,77.282562
M,11,2011,76.715622
M,11,2012,76.899239
M,11,2013,77.116394
M,11,2014,77.235008
M,12,2001,75.57592
M,12,2002,75.947487
M,12,2003,75.600769
M,12,2004,76.838219
M,12,2005,76.239777
M,12,2006,75.95970200000001
M,12,2007,76.665543
M,12,2008,76.68431899999999
M,12,2009,77.631027
M,12,2010,75.775917
M,12,2011,77.444824
M,12,2012,76.849564
M,12,2013,76.110977
M,12,2014,77.470123
M,13,2001,76.080811
M,13,2002,75.75
M,13,2003,75.598083
M,13,2004,76.70948
M,13,2005,76.201111
M,13,2006,77.209236
M,13,2007,76.778763
M,13,2008,76.465591
M,13,2009,76.89613299999999
M,13,2010,77.094826
M,13,2011,76.66629
M,13,2012,76.636238
M,13,2013,77.772827
M,13,2014,77.419472
M,14,2001,75.3946
M,14,2002,75.73788499999999
M,14,2003,75.856018
M,14,2004,75.511215
M,14,2005,77.194962
M,14,2006,76.905518
M,14,2007,77.9468
M,14,2008,76.55184200000001
M,14,2009,76.94162800000001
M,14,2010,77.392143
M,14,2011,77.141487
M,14,2012,77.276733
M,14,2013,77.323952
M,14,2014,77.883583
M,15,2001,76.708694
M,15,2002,76.048126
M,15,2003,76.777946
M,15,2004,75.956947
M,15,2005,76.958015
M,15,2006,76.627045
M,15,2007,78.028648
M,15,2008,76.962463
M,15,2009,76.694237
M,15,2010,77.49985500000001
M,15,2011,76.77696999999999
M,15,2012,77.21713299999999
M,15,2013,76.916519
M,15,2014,77.712082
M,16,2001,76.17643699999999
M,16,2002,76.580292
M,16,2003,77.178108
M,16,2004,77.162491
M,16,2005,76.615974
M,16,2006,77.575684
M,16,2007,77.647865
M,16,2008,77.449493
M,16,2009,77.590485
M,16,2010,77.504356
M,16,2011,77.151115
M,16,2012,77.23075899999999
M,16,2013,77.104019
M,16,2014,77.302521
M,17,2001,76.168976
M,17,2002,76.63556700000001
M,17,2003,76.822174
M,17,2004,76.871391
M,17,2005,77.387054
M,17,2006,78.243538
M,17,2007,77.624374
M,17,2008,78.40765400000001
M,17,2009,77.757538
M,17,2010,78.10333299999999
M,17,2011,77.61077900000001
M,17,2012,77.040604
M,17,2013,77.775284
M,17,2014,78.39888
M,18,2001,76.543175
M,18,2002,77.007591
M,18,2003,76.438354
M,18,2004,77.253876
M,18,2005,77.315262
M,18,2006,77.266747
M,18,2007,77.49852
M,18,2008,77.488823
M,18,2009,77.895782
M,18,2010,76.925163
M,18,2011,77.530899
M,18,2012,77.50636300000001
M,18,2013,77.234291
M,18,2014,77.666542
M,19,2001,77.078041
M,19,2002,76.756241
M,19,2003,77.294189
M,19,2004,78.442841
M,19,2005,76.967079
M,19,2006,77.694862
M,19,2007,77.714973
M,19,2008,78.746887
M,19,2009,78.104675
M,19,2010,78.230682
M,19,2011,78.356033
M,19,2012,77.82157099999999
M,19,2013,77.147446
M,19,2014,78.877945
M,20,2001,76.876114
M,20,2002,77.888733
M,20,2003,77.372322
M,20,2004,77.15572399999999
M,20,2005,78.038239
M,20,2006,77.731461
M,20,2007,78.968559
M,20,2008,78.18615
M,20,2009,77.460335
M,20,2010,78.779945
M,20,2011,78.05935699999999
M,20,2012,78.86484499999999
M,20,2013,78.035095
M,20,2014,79.135109
M,21,2001,77.156258
M,21,2002,77.52136999999999
M,21,2003,77.421288
M,21,2004,77.56121800000001
M,21,2005,78.098564
M,21,2006,78.110077
M,21,2007,78.89875
M,21,2008,78.067627
M,21,2009,78.053223
M,21,2010,78.56588
M,21,2011,77.89263199999999
M,21,2012,78.576263
M,21,2013,78.481308
M,21,2014,79.000671
M,22,2001,77.881157
M,22,2002,77.20630600000001
M,22,2003,77.77475
M,22,2004,78.023788
M,22,2005,78.008545
M,22,2006,78.03523299999999
M,22,2007,78.583076
M,22,2008,78.08161899999999
M,22,2009,78.3116
M,22,2010,78.650635
M,22,2011,79.069328
M,22,2012,78.97560899999999
M,22,2013,78.67469
M,22,2014,79.292397
M,23,2001,76.92935899999999
M,23,2002,77.949066
M,23,2003,77.59964000000001
M,23,2004,78.023232
M,23,2005,78.300812
M,23,2006,78.15329
M,23,2007,78.896919
M,23,2008,78.232063
M,23,2009,78.512878
M,23,2010,78.748459
M,23,2011,79.144485
M,23,2012,78.294777
M,23,2013,78.958527
M,23,2014,78.730293
M,24,2001,78.21006
M,24,2002,77.567162
M,24,2003,77.682068
M,24,2004,79.12894399999999
M,24,2005,78.666656
M,24,2006,79.264595
M,24,2007,79.46106
M,24,2008,78.688805
M,24,2009,79.309296
M,24,2010,79.387283
M,24,2011,79.151352
M,24,2012,79.542763
M,24,2013,78.91481
M,24,2014,79.562813
M,25,2001,77.873222
M,25,2002,78.435631
M,25,2003,78.55751
M,25,2004,77.779655
M,25,2005,78.054688
M,25,2006,78.907059
M,25,2007,79.555832
M,25,2008,78.90168
M,25,2009,78.891075
M,25,2010,78.487877
M,25,2011,79.05381
M,25,2012,79.21934499999999
M,25,2013,79.148552
M,25,2014,79.50676700000001
M,26,2001,78.748016
M,26,2002,77.417221
M,26,2003,78.244286
M,26,2004,78.466438
M,26,2005,78.675522
M,26,2006,78.566353
M,26,2007,79.722229
M,26,2008,78.676582
M,26,2009,78.554123
M,26,2010,79.54718000000001
M,26,2011,79.510452
M,26,2012,78.957031
M,26,2013,79.084724
M,26,2014,79.429344
M,27,2001,78.12380999999999
M,27,2002,78.155106
M,27,2003,78.29145799999999
M,27,2004,77.62355
M,27,2005,79.599968
M,27,2006,79.11421999999999
M,27,2007,79.940086
M,27,2008,78.736313
M,27,2009,79.106476
M,27,2010,79.51564
M,27,2011,79.19062
M,27,2012,79.974152
M,27,2013,79.065651
M,27,2014,79.077332
M,28,2001,78.023071
M,28,2002,77.990402
M,28,2003,79.236435
M,28,2004,78.679703
M,28,2005,79.605476
M,28,2006,79.603477
M,28,2007,79.938843
M,28,2008,78.957237
M,28,2009,79.020935
M,28,2010,79.646782
M,28,2011,80.06218
M,28,2012,79.01520500000001
M,28,2013,79.193382
M,28,2014,79.817223
M,29,2001,78.485786
M,29,2002,78.786751
M,29,2003,79.21145600000001
M,29,2004,78.586037
M,29,2005,79.549362
M,29,2006,79.348579
M,29,2007,79.449974
M,29,2008,79.62116999999999
M,29,2009,78.826775
M,29,2010,80.622185
M,29,2011,81.160294
M,29,2012,79.590103
M,29,2013,79.481789
M,29,2014,79.638176
M,30,2001,78.066978
M,30,2002,78.912094
M,30,2003,78.19309200000001
M,30,2004,79.243279
M,30,2005,78.81993100000001
M,30,2006,79.813622
M,30,2007,80.239487
M,30,2008,79.498566
M,30,2009,79.70300300000001
M,30,2010,79.881874
M,30,2011,79.241348
M,30,2012,80.057968
M,30,2013,79.354576
M,30,2014,80.628387
M,31,2001,78.687973
M,31,2002,78.96112099999999
M,31,2003,78.446304
M,31,2004,79.870834
M,31,2005,80.528809
M,31,2006,80.144829
M,31,2007,80.359276
M,31,2008,79.683151
M,31,2009,79.214539
M,31,2010,80.21108199999999
M,31,2011,80.608627
M,31,2012,80.50836899999999
M,31,2013,79.017776
M,31,2014,79.634148
M,32,2001,78.54811099999999
M,32,2002,78.957397
M,32,2003,79.371773
M,32,2004,79.904404
M,32,2005,79.836678
M,32,2006,79.590546
M,32,2007,80.541084
M,32,2008,80.325638
M,32,2009,80.37198599999999
M,32,2010,80.191193
M,32,2011,79.694229
M,32,2012,80.390732
M,32,2013,79.720116
M,32,2014,79.045563
M,33,2001,79.315239
M,33,2002,78.497375
M,33,2003,80.39813199999999
M,33,2004,79.359589
M,33,2005,80.239304
M,33,2006,80.508255
M,33,2007,80.3162
M,33,2008,79.985962
M,33,2009,80.505424
M,33,2010,80.647667
M,33,2011,80.28944399999999
M,33,2012,79.51101700000001
M,33,2013,79.97890500000001
M,33,2014,81.243477
M,34,2001,79.114822
M,34,2002,79.66674
M,34,2003,80.05686999999999
M,34,2004,80.191956
M,34,2005,80.592499
M,34,2006,80.724129
M,34,2007,80.26911899999999
M,34,2008,80.813965
M,34,2009,80.79555500000001
M,34,2010,80.735054
M,34,2011,80.477676
M,34,2012,80.282143
M,34,2013,80.29435
M,34,2014,79.954094
M,35,2001,78.680634
M,35,2002,79.652023
M,35,2003,79.500977
M,35,2004,79.86970500000001
M,35,2005,79.308952
M,35,2006,80.429146
M,35,2007,81.273933
M,35,2008,80.965385
M,35,2009,81.22171800000001
M,35,2010,81.76149699999999
M,35,2011,81.15594499999999
M,35,2012,81.382324
M,35,2013,80.29383100000001
M,35,2014,81.13426199999999
M,36,2001,79.843163
M,36,2002,80.153313
M,36,2003,79.204918
M,36,2004,80.482384
M,36,2005,80.428551
M,36,2006,80.942802
M,36,2007,80.996078
M,36,2008,80.837158
M,36,2009,81.485825
M,36,2010,81.676613
M,36,2011,81.501175
M,36,2012,80.83239
M,36,2013,81.322968
M,36,2014,81.207123
M,37,2001,80.732796
M,37,2002,80.23898299999999
M,37,2003,80.46907
M,37,2004,80.72269399999999
M,37,2005,81.09075899999999
M,37,2006,81.048126
M,37,2007,81.051666
M,37,2008,80.480499
M,37,2009,81.19238299999999
M,37,2010,81.16885400000001
M,37,2011,81.702454
M,37,2012,80.957626
M,37,2013,81.76149699999999
M,37,2014,80.941185
M,38,2001,79.408524
M,38,2002,79.723221
M,38,2003,80.191261
M,38,2004,81.20523100000001
M,38,2005,81.306282
M,38,2006,80.458038
M,38,2007,81.344818
M,38,2008,80.801964
M,38,2009,80.850876
M,38,2010,82.485962
M,38,2011,81.936432
M,38,2012,81.5326
M,38,2013,81.176071
M,38,2014,82.288864
M,39,2001,81.119553
M,39,2002,80.814995
M,39,2003,80.32196
M,39,2004,79.859596
M,39,2005,80.56465899999999
M,39,2006,80.636986
M,39,2007,81.40374
M,39,2008,82.093819
M,39,2009,81.22077900000001
M,39,2010,81.14534
M,39,2011,82.679909
M,39,2012,81.82096899999999
M,39,2013,80.74185899999999
M,39,2014,82.091171
M,40,2001,79.76690699999999
M,40,2002,80.442879
M,40,2003,80.836533
M,40,2004,81.07869000000001
M,40,2005,82.024101
M,40,2006,80.91755699999999
M,40,2007,82.50032
M,40,2008,82.312004
M,40,2009,81.02668
M,40,2010,81.95179
M,40,2011,82.392326
M,40,2012,80.880074
M,40,2013,81.97287
M,40,2014,82.00574499999999
M,41,2001,80.306839
M,41,2002,80.54982
M,41,2003,80.797516
M,41,2004,81.794525
M,41,2005,81.600914
M,41,2006,81.584824
M,41,2007,82.395691
M,41,2008,82.329018
M,41,2009,81.253807
M,41,2010,81.439133
M,41,2011,82.844559
M,41,2012,81.402916
M,41,2013,81.98093399999999
M,41,2014,82.138458
M,42,2001,80.67068499999999
M,42,2002,79.791824
M,42,2003,81.368263
M,42,2004,80.761528
M,42,2005,81.360191
M,42,2006,81.658661
M,42,2007,82.1082
M,42,2008,82.090988
M,42,2009,82.06639100000001
M,42,2010,81.847626
M,42,2011,81.802864
M,42,2012,82.52131700000001
M,42,2013,81.667503
M,42,2014,82.47107700000001
M,43,2001,79.818596
M,43,2002,81.089989
M,43,2003,81.056877
M,43,2004,80.496811
M,43,2005,81.110184
M,43,2006,82.315895
M,43,2007,82.05319200000001
M,43,2008,82.805183
M,43,2009,82.35192099999999
M,43,2010,82.219894
M,43,2011,82.634651
M,43,2012,82.501427
M,43,2013,81.87831899999999
M,43,2014,82.09189599999999
M,44,2001,80.792213
M,44,2002,80.220718
M,44,2003,79.93968199999999
M,44,2004,81.267418
M,44,2005,81.890259
M,44,2006,81.424759
M,44,2007,81.77914399999999
M,44,2008,82.579002
M,44,2009,82.890511
M,44,2010,82.734344
M,44,2011,82.548126
M,44,2012,83.011414
M,44,2013,82.481247
M,44,2014,82.166275
M,45,2001,79.711052
M,45,2002,81.326027
M,45,2003,81.21144100000001
M,45,2004,80.5989
M,45,2005,81.99098199999999
M,45,2006,82.650856
M,45,2007,81.918716
M,45,2008,81.584137
M,45,2009,82.3461
M,45,2010,82.978752
M,45,2011,82.624077
M,45,2012,82.314163
M,45,2013,82.200027
M,45,2014,82.508255
M,46,2001,81.23819
M,46,2002,81.629547
M,46,2003,82.425781
M,46,2004,82.388802
M,46,2005,81.190437
M,46,2006,81.716286
M,46,2007,82.48732
M,46,2008,82.18881999999999
M,46,2009,81.512985
M,46,2010,82.167778
M,46,2011,81.930275
M,46,2012,82.306763
M,46,2013,82.842812
M,46,2014,82.368042
M,47,2001,81.090408
M,47,2002,79.646576
M,47,2003,81.225761
M,47,2004,81.92878
M,47,2005,81.376175
M,47,2006,81.952568
M,47,2007,82.191559
M,47,2008,83.103844
M,47,2009,82.447998
M,47,2010,82.983704
M,47,2011,82.397537
M,47,2012,81.82807199999999
M,47,2013,82.366188
M,47,2014,82.464851
M,48,2001,80.029625
M,48,2002,80.88119499999999
M,48,2003,80.87986
M,48,2004,80.812012
M,48,2005,82.16931899999999
M,48,2006,81.74640699999999
M,48,2007,82.204926
M,48,2008,83.17189
M,48,2009,82.620949
M,48,2010,83.387489
M,48,2011,83.286987
M,48,2012,83.502769
M,48,2013,83.056549
M,48,2014,83.395554
M,49,2001,80.586105
M,49,2002,80.145317
M,49,2003,81.255478
M,49,2004,81.97934000000001
M,49,2005,81.646408
M,49,2006,81.859802
M,49,2007,82.49524699999999
M,49,2008,83.272522
M,49,2009,82.65550999999999
M,49,2010,83.208061
M,49,2011,82.700645
M,49,2012,82.739769
M,49,2013,82.410667
M,49,2014,82.435066
M,50,2001,81.074837
M,50,2002,82.106636
M,50,2003,82.329201
M,50,2004,81.027046
M,50,2005,82.549934
M,50,2006,81.658508
M,50,2007,82.885262
M,50,2008,81.96965
M,50,2009,82.233971
M,50,2010,82.90696
M,50,2011,82.530937
M,50,2012,82.74514
M,50,2013,83.546684
M,50,2014,82.585297
M,51,2001,82.423874
M,51,2002,80.455093
M,51,2003,81.168251
M,51,2004,81.399857
M,51,2005,82.21981
M,51,2006,82.007797
M,51,2007,83.301331
M,51,2008,82.17370600000001
M,51,2009,83.851997
M,51,2010,83.34500899999999
M,51,2011,81.973686
M,51,2012,83.217484
M,51,2013,83.37706
M,51,2014,83.944725
M,52,2001,81.142136
M,52,2002,80.700218
M,52,2003,82.724113
M,52,2004,82.467552
M,52,2005,81.269524
M,52,2006,82.879311
M,52,2007,82.59174300000001
M,52,2008,82.158073
M,52,2009,83.071976
M,52,2010,82.134804
M,52,2011,83.035774
M,52,2012,83.334404
M,52,2013,82.672676
M,52,2014,83.12471
M,53,2001,80.579628
M,53,2002,81.36158
M,53,2003,82.0159
M,53,2004,82.85141
M,53,2005,82.51217700000001
M,53,2006,82.879456
M,53,2007,83.6492
M,53,2008,82.805077
M,53,2009,83.376701
M,53,2010,83.183571
M,53,2011,83.514252
M,53,2012,82.892448
M,53,2013,83.527199
M,53,2014,83.665314
M,54,2001,81.77565799999999
M,54,2002,80.882362
M,54,2003,81.720169
M,54,2004,82.119514
M,54,2005,82.800003
M,54,2006,82.56073
M,54,2007,82.381134
M,54,2008,82.775375
M,54,2009,83.253799
M,54,2010,82.285255
M,54,2011,83.09524499999999
M,54,2012,83.70111800000001
M,54,2013,83.451363
M,54,2014,83.296051
M,55,2001,81.158005
M,55,2002,82.19393199999999
M,55,2003,82.992203
M,55,2004,81.97466999999999
M,55,2005,82.084496
M,55,2006,82.15119200000001
M,55,2007,82.914505
M,55,2008,83.304497
M,55,2009,82.71994000000001
M,55,2010,83.638672
M,55,2011,83.642166
M,55,2012,82.981537
M,55,2013,82.423477
M,55,2014,83.226753
M,56,2001,81.63501
M,56,2002,82.29055
M,56,2003,81.069572
M,56,2004,82.875496
M,56,2005,82.84348299999999
M,56,2006,83.0354
M,56,2007,83.700882
M,56,2008,83.338799
M,56,2009,83.124207
M,56,2010,83.283714
M,56,2011,84.147537
M,56,2012,82.814499
M,56,2013,83.186409
M,56,2014,82.96234100000001
M,57,2001,81.301979
M,57,2002,82.445503
M,57,2003,81.07933
M,57,2004,81.167282
M,57,2005,83.045265
M,57,2006,83.041336
M,57,2007,83.498039
M,57,2008,83.738098
M,57,2009,83.32711
M,57,2010,82.971863
M,57,2011,83.285423
M,57,2012,83.029327
M,57,2013,84.280746
M,57,2014,85.041199
M,58,2001,81.475861
M,58,2002,82.32621
M,58,2003,81.59650400000001
M,58,2004,81.96255500000001
M,58,2005,83.63131
M,58,2006,83.351074
M,58,2007,84.157967
M,58,2008,82.55690799999999
M,58,2009,84.213013
M,58,2010,82.907715
M,58,2011,83.608742
M,58,2012,82.947556
M,58,2013,83.752403
M,58,2014,84.53199000000001
M,59,2001,81.272408
M,59,2002,82.809937
M,59,2003,82.499657
M,59,2004,83.16100300000001
M,59,2005,82.631233
M,59,2006,83.306747
M,59,2007,83.59719799999999
M,59,2008,83.051888
M,59,2009,83.364586
M,59,2010,83.904427
M,59,2011,83.996826
M,59,2012,83.638885
M,59,2013,82.663673
M,59,2014,83.971542
M,60,2001,81.86457800000001
M,60,2002,83.22341899999999
M,60,2003,82.45450600000001
M,60,2004,83.492859
M,60,2005,82.441475
M,60,2006,82.370003
M,60,2007,83.586288
M,60,2008,83.664185
M,60,2009,84.29229000000001
M,60,2010,83.485291
M,60,2011,84.030869
M,60,2012,84.042603
M,60,2013,83.62706800000001
M,60,2014,84.483704
M,61,2001,82.358772
M,61,2002,82.024925
M,61,2003,82.777283
M,61,2004,82.59773299999999
M,61,2005,82.467201
M,61,2006,83.262276
M,61,2007,83.601067
M,61,2008,83.72139
M,61,2009,83.229271
M,61,2010,84.117264
M,61,2011,84.613403
M,61,2012,83.89376800000001
M,61,2013,84.134254
M,61,2014,85.022148
M,62,2001,82.524559
M,62,2002,82.197395
M,62,2003,82.390579
M,62,2004,83.425751
M,62,2005,83.846489
M,62,2006,83.524826
M,62,2007,84.32086899999999
M,62,2008,82.295456
M,62,2009,83.636314
M,62,2010,83.261314
M,62,2011,84.343262
M,62,2012,83.758698
M,62,2013,84.20587900000001
M,62,2014,85.00589000000001
M,63,2001,83.44068100000001
M,63,2002,83.093094
M,63,2003,82.311226
M,63,2004,82.737099
M,63,2005,83.299995
M,63,2006,83.473679
M,63,2007,84.933868
M,63,2008,85.109741
M,63,2009,84.160103
M,63,2010,83.802132
M,63,2011,84.550026
M,63,2012,84.494217
M,63,2013,83.395676
M,63,2014,84.396378
M,64,2001,82.984245
M,64,2002,81.477753
M,64,2003,82.701035
M,64,2004,82.716049
M,64,2005,82.996437
M,64,2006,82.881416
M,64,2007,84.17132600000001
M,64,2008,83.76424399999999
M,64,2009,85.172951
M,64,2010,84.072784
M,64,2011,84.458145
M,64,2012,83.641609
M,64,2013,84.490135
M,64,2014,84.58408399999999
M,65,2001,82.400002
M,65,2002,82.847984
M,65,2003,82.740219
M,65,2004,82.84585600000001
M,65,2005,83.56920600000001
M,65,2006,83.94825
M,65,2007,84.214973
M,65,2008,84.083031
M,65,2009,85.263657
M,65,2010,83.906006
M,65,2011,83.884827
M,65,2012,84.88608599999999
M,65,2013,84.877747
M,65,2014,85.600479
M,66,2001,83.241287
M,66,2002,82.59172099999999
M,66,2003,83.751801
M,66,2004,83.35790300000001
M,66,2005,84.452759
M,66,2006,84.16583299999999
M,66,2007,83.436356
M,66,2008,83.811623
M,66,2009,84.888802
M,66,2010,83.897385
M,66,2011,84.84616899999999
M,66,2012,84.309929
M,66,2013,84.920288
M,66,2014,85.00230400000001
M,67,2001,82.152695
M,67,2002,82.660561
M,67,2003,82.88780200000001
M,67,2004,83.440239
M,67,2005,83.714462
M,67,2006,83.779732
M,67,2007,83.974068
M,67,2008,83.85114300000001
M,67,2009,84.37854
M,67,2010,85.58330500000001
M,67,2011,83.932327
M,67,2012,84.00876600000001
M,67,2013,84.852028
M,67,2014,85.42049399999999
M,68,2001,83.746643
M,68,2002,84.227036
M,68,2003,82.95938100000001
M,68,2004,84.106339
M,68,2005,83.603645
M,68,2006,85.117142
M,68,2007,84.802452
M,68,2008,84.287666
M,68,2009,83.915726
M,68,2010,84.464798
M,68,2011,85.100388
M,68,2012,85.942589
M,68,2013,85.084816
M,68,2014,85.914963
M,69,2001,82.825928
M,69,2002,82.824432
M,69,2003,83.398636
M,69,2004,83.384636
M,69,2005,83.817101
M,69,2006,84.926674
M,69,2007,83.753113
M,69,2008,84.465492
M,69,2009,84.152199
M,69,2010,84.197281
M,69,2011,83.74668100000001
M,69,2012,85.578491
M,69,2013,85.912086
M,69,2014,85.127945
M,70,2001,83.352425
M,70,2002,81.96891
M,70,2003,82.95835100000001
M,70,2004,83.054108
M,70,2005,82.80818199999999
M,70,2006,83.869247
M,70,2007,83.403778
M,70,2008,84.93504300000001
M,70,2009,84.99601700000001
M,70,2010,84.300781
M,70,2011,85.20124100000001
M,70,2012,84.71417199999999
M,70,2013,85.240776
M,70,2014,85.82045699999999
M,71,2001,82.224602
M,71,2002,83.726624
M,71,2003,83.24613199999999
M,71,2004,83.946503
M,71,2005,83.72845500000001
M,71,2006,84.71461500000001
M,71,2007,84.164764
M,71,2008,84.729263
M,71,2009,84.944878
M,71,2010,85.052681
M,71,2011,86.006119
M,71,2012,85.676941
M,71,2013,86.30529
M,71,2014,85.517044
M,72,2001,83.889748
M,72,2002,83.505913
M,72,2003,83.325539
M,72,2004,83.16686999999999
M,72,2005,84.84985400000001
M,72,2006,82.489777
M,72,2007,85.310516
M,72,2008,84.594803
M,72,2009,85.097038
M,72,2010,84.79927099999999
M,72,2011,84.336922
M,72,2012,85.314224
M,72,2013,85.69809000000001
M,72,2014,86.31504100000001
M,73,2001,83.841248
M,73,2002,82.975998
M,73,2003,83.76434300000001
M,73,2004,84.56532299999999
M,73,2005,84.15323599999999
M,73,2006,84.95414699999999
M,73,2007,85.132324
M,73,2008,86.195786
M,73,2009,85.66081199999999
M,73,2010,85.911423
M,73,2011,85.81591
M,73,2012,85.16926600000001
M,73,2013,85.848663
M,73,2014,85.057381
M,74,2001,82.67896999999999
M,74,2002,82.66838100000001
M,74,2003,83.092834
M,74,2004,83.81929000000001
M,74,2005,83.883408
M,74,2006,84.763283
M,74,2007,84.707146
M,74,2008,85.493462
M,74,2009,85.053421
M,74,2010,85.275604
M,74,2011,84.840233
M,74,2012,85.759872
M,74,2013,86.167938
M,74,2014,85.874199
M,75,2001,83.95517
M,75,2002,83.438004
M,75,2003,82.800545
M,75,2004,83.678535
M,75,2005,84.618492
M,75,2006,84.646637
M,75,2007,85.115662
M,75,2008,85.321655
M,75,2009,85.209358
M,75,2010,84.595795
M,75,2011,84.38655899999999
M,75,2012,86.19950899999999
M,75,2013,86.521263
M,75,2014,86.130455
M,76,2001,82.647095
M,76,2002,83.576347
M,76,2003,83.764786
M,76,2004,83.749847
M,76,2005,85.560577
M,76,2006,84.916763
M,76,2007,85.17115
M,76,2008,85.766922
M,76,2009,84.834625
M,76,2010,86.07688900000001
M,76,2011,85.311066
M,76,2012,86.118851
M,76,2013,84.915062
M,76,2014,86.511139
M,77,2001,83.591499
M,77,2002,83.75799599999999
M,77,2003,83.035507
M,77,2004,82.639473
M,77,2005,84.670082
M,77,2006,84.547691
M,77,2007,85.301804
M,77,2008,85.72789
M,77,2009,85.917015
M,77,2010,85.37690699999999
M,77,2011,85.473701
M,77,2012,84.757706
M,77,2013,86.427887
M,77,2014,85.704987
M,78,2001,83.599281
M,78,2002,82.663795
M,78,2003,83.558258
M,78,2004,84.399452
M,78,2005,83.999802
M,78,2006,83.858696
M,78,2007,84.557091
M,78,2008,85.735451
M,78,2009,86.043938
M,78,2010,86.48735
M,78,2011,85.517944
M,78,2012,86.039589
M,78,2013,85.20082099999999
M,78,2014,85.94830300000001
M,79,2001,82.926216
M,79,2002,84.324547
M,79,2003,83.41848
M,79,2004,83.45002
M,79,2005,83.89323399999999
M,79,2006,86.253265
M,79,2007,85.774559
M,79,2008,85.746651
M,79,2009,85.937782
M,79,2010,86.407524
M,79,2011,85.603394
M,79,2012,85.213654
M,79,2013,85.472084
M,79,2014,85.12685400000001
M,80,2001,83.65280200000001
M,80,2002,84.459953
M,80,2003,83.37406899999999
M,80,2004,84.035851
M,80,2005,84.31189
M,80,2006,84.362648
M,80,2007,84.985413
M,80,2008,85.828224
M,80,2009,86.77280400000001
M,80,2010,85.826775
M,80,2011,87.482254
M,80,2012,85.90818
M,80,2013,86.080444
M,80,2014,85.60842099999999
M,81,2001,84.231911
M,81,2002,84.111305
M,81,2003,84.837135
M,81,2004,83.88398000000001
M,81,2005,83.856651
M,81,2006,84.593422
M,81,2007,85.233528
M,81,2008,85.92498
M,81,2009,87.473373
M,81,2010,85.348343
M,81,2011,84.834526
M,81,2012,85.12730400000001
M,81,2013,86.191124
M,81,2014,85.742188
M,82,2001,83.138733
M,82,2002,83.21597299999999
M,82,2003,84.54740100000001
M,82,2004,84.822502
M,82,2005,83.645081
M,82,2006,85.11668399999999
M,82,2007,85.740311
M,82,2008,85.358475
M,82,2009,85.794647
M,82,2010,85.228714
M,82,2011,86.89233399999999
M,82,2012,84.691498
M,82,2013,86.92462900000001
M,82,2014,86.374062
M,83,2001,84.118217
M,83,2002,84.08606
M,83,2003,82.804825
M,83,2004,84.783485
M,83,2005,83.75647
M,83,2006,85.619545
M,83,2007,86.273483
M,83,2008,86.194435
M,83,2009,86.412994
M,83,2010,86.41529799999999
M,83,2011,87.174042
M,83,2012,85.228767
M,83,2013,86.407394
M,83,2014,86.242294
M,84,2001,83.34585600000001
M,84,2002,84.251755
M,84,2003,84.79858399999999
M,84,2004,84.67227199999999
M,84,2005,84.760086
