Gender,Percentile,Year,Life Expectancy Adjusted
M,84,2006,86.549171
M,84,2007,86.682312
M,84,2008,86.435875
M,84,2009,86.23940999999999
M,84,2010,86.089157
M,84,2011,86.292946
M,84,2012,86.223351
M,84,2013,86.224571
M,84,2014,86.58201600000001
M,85,2001,84.11177099999999
M,85,2002,83.260849
M,85,2003,84.608994
M,85,2004,84.789101
M,85,2005,85.578751
M,85,2006,85.960426
M,85,2007,84.29361
M,85,2008,84.92115799999999
M,85,2009,85.867287
M,85,2010,85.71978
M,85,2011,85.13209499999999
M,85,2012,86.55703000000001
M,85,2013,86.910843
M,85,2014,86.937416
M,86,2001,84.58445
M,86,2002,84.01368000000001
M,86,2003,83.868111
M,86,2004,85.979446
M,86,2005,85.889847
M,86,2006,85.33548
M,86,2007,86.085121
M,86,2008,86.067833
M,86,2009,86.71378299999999
M,86,2010,86.802399
M,86,2011,86.04400600000001
M,86,2012,85.471962
M,86,2013,86.083153
M,86,2014,85.70264399999999
M,87,2001,84.205536
M,87,2002,83.300476
M,87,2003,83.666832
M,87,2004,83.631813
M,87,2005,84.968452
M,87,2006,85.03624
M,87,2007,86.024063
M,87,2008,86.060577
M,87,2009,87.45446
M,87,2010,87.384682
M,87,2011,87.115913
M,87,2012,86.573128
M,87,2013,86.190651
M,87,2014,87.295113
M,88,2001,84.674583
M,88,2002,83.705376
M,88,2003,83.835358
M,88,2004,85.291023
M,88,2005,84.848061
M,88,2006,85.00177
M,88,2007,86.811073
M,88,2008,85.485435
M,88,2009,85.902176
M,88,2010,86.339539
M,88,2011,86.820824
M,88,2012,86.694962
M,88,2013,85.679817
M,88,2014,88.023865
M,89,2001,85.010628
M,89,2002,85.04941600000001
M,89,2003,84.11462399999999
M,89,2004,84.796082
M,89,2005,85.57012900000001
M,89,2006,86.843124
M,89,2007,86.3088
M,89,2008,85.437637
M,89,2009,86.55618299999999
M,89,2010,86.949783
M,89,2011,85.730225
M,89,2012,86.82476
M,89,2013,87.482384
M,89,2014,86.60736800000001
M,90,2001,85.25269300000001
M,90,2002,85.191612
M,90,2003,85.375488
M,90,2004,85.25458499999999
M,90,2005,85.844528
M,90,2006,86.30378
M,90,2007,86.572266
M,90,2008,85.651596
M,90,2009,87.05532099999999
M,90,2010,85.984222
M,90,2011,86.76123
M,90,2012,86.565956
M,90,2013,87.129425
M,90,2014,88.346756
M,91,2001,84.102859
M,91,2002,84.937202
M,91,2003,85.020226
M,91,2004,86.16655
M,91,2005,85.523537
M,91,2006,86.40884399999999
M,91,2007,86.119743
M,91,2008,87.709343
M,91,2009,85.088875
M,91,2010,86.778008
M,91,2011,87.31478100000001
M,91,2012,87.608284
M,91,2013,86.948219
M,91,2014,87.587257
M,92,2001,86.463852
M,92,2002,85.16188000000001
M,92,2003,85.04454
M,92,2004,85.68821700000001
M,92,2005,86.609116
M,92,2006,86.705849
M,92,2007,86.966759
M,92,2008,86.16346
M,92,2009,87.252808
M,92,2010,86.588173
M,92,2011,87.589203
M,92,2012,87.237549
M,92,2013,87.87428299999999
M,92,2014,87.986885
M,93,2001,85.340866
M,93,2002,83.96977199999999
M,93,2003,85.261147
M,93,2004,86.302582
M,93,2005,85.70405600000001
M,93,2006,84.970512
M,93,2007,86.134888
M,93,2008,88.118881
M,93,2009,86.142143
M,93,2010,87.350563
M,93,2011,88.16130799999999
M,93,2012,88.195625
M,93,2013,87.316841
M,93,2014,87.49814599999999
M,94,2001,85.953514
M,94,2002,85.000824
M,94,2003,85.495918
M,94,2004,86.21198299999999
M,94,2005,86.7248
M,94,2006,87.009956
M,94,2007,85.269638
M,94,2008,87.424934
M,94,2009,87.721428
M,94,2010,87.725227
M,94,2011,87.90520500000001
M,94,2012,87.695847
M,94,2013,87.373863
M,94,2014,87.72022199999999
M,95,2001,85.341171
M,95,2002,85.863022
M,95,2003,86.29409
M,95,2004,87.106285
M,95,2005,86.568108
M,95,2006,87.839729
M,95,2007,85.14209
M,95,2008,86.801987
M,95,2009,86.880844
M,95,2010,87.510338
M,95,2011,86.582275
M,95,2012,86.717102
M,95,2013,87.37404599999999
M,95,2014,88.521927
M,96,2001,85.585365
M,96,2002,84.837036
M,96,2003,85.125221
M,96,2004,85.91551199999999
M,96,2005,86.848587
M,96,2006,86.859787
M,96,2007,87.05899000000001
M,96,2008,86.603943
M,96,2009,87.668716
M,96,2010,87.947609
M,96,2011,88.015244
M,96,2012,86.858406
M,96,2013,88.012238
M,96,2014,87.721924
M,97,2001,86.920204
M,97,2002,85.751152
M,97,2003,84.983246
M,97,2004,87.422432
M,97,2005,86.51436600000001
M,97,2006,86.617439
M,97,2007,85.706299
M,97,2008,87.37928000000001
M,97,2009,86.340477
M,97,2010,88.584854
M,97,2011,87.967735
M,97,2012,87.03334
M,97,2013,88.894417
M,97,2014,88.617989
M,98,2001,85.9758
M,98,2002,85.37844799999999
M,98,2003,87.037048
M,98,2004,87.480438
M,98,2005,87.569824
M,98,2006,86.79499100000001
M,98,2007,87.349503
M,98,2008,88.18476899999999
M,98,2009,87.319412
M,98,2010,87.464043
M,98,2011,88.29705799999999
M,98,2012,87.598869
M,98,2013,87.766136
M,98,2014,87.984863
M,99,2001,87.608307
M,99,2002,85.120277
M,99,2003,86.60327099999999
M,99,2004,86.55477900000001
M,99,2005,87.584625
M,99,2006,88.27602399999999
M,99,2007,88.21100600000001
M,99,2008,86.943878
M,99,2009,87.532425
M,99,2010,88.258972
M,99,2011,88.388535
M,99,2012,87.966202
M,99,2013,88.766502
M,99,2014,89.012512
M,100,2001,87.406288
M,100,2002,88.17375899999999
M,100,2003,86.072571
M,100,2004,88.20478100000001
M,100,2005,87.48085
M,100,2006,87.19009399999999
M,100,2007,87.607712
M,100,2008,87.922089
M,100,2009,87.5896
M,100,2010,88.866783
M,100,2011,88.712631
M,100,2012,88.256958
M,100,2013,88.934837
M,100,2014,89.78313399999999
