,State,IMU Score,County Name,Population Underserved
0,PW,42.5,Aimeliik State,10762
1,PW,42.5,Kayangel State,10762
2,PW,42.5,Ngarchelong State,10762
3,PW,42.5,Ngardmau State,10762
4,PW,42.5,Hatoboheit State,10762
5,PW,42.5,Ngaraard State,10762
6,PW,42.5,Airai State,10762
7,PW,42.5,Ngiwal State,10762
8,PW,42.5,Peleliu State,10762
9,PW,42.5,Sonsorol State,10762
10,PW,42.5,Angaur State,10762
11,PW,42.5,Koror State,10762
12,PW,42.5,Melekeok State,10762
13,PW,42.5,Ngatpang State,10762
14,PW,42.5,Ngchesar State,10762
15,PW,42.5,Ngernmlengui State,10762
16,MH,36.4,Utrik,53158
17,MH,36.4,Wotho,53158
18,MH,36.4,Wotje,53158
19,MH,36.4,Mejit,53158
20,MH,36.4,Mili,53158
21,MH,36.4,Toke,53158
22,MH,36.4,Kwajalein,53158
23,MH,36.4,Likiep,53158
24,MH,36.4,Majuro,53158
25,MH,36.4,Namorik,53158
26,MH,36.4,Namu,53158
27,MH,36.4,Rongrik,53158
28,MH,36.4,Jabat,53158
29,MH,36.4,Ujae,53158
30,MH,36.4,Ujelang,53158
31,MH,36.4,Erikub,53158
32,MH,36.4,Lae,53158
33,MH,36.4,Lib,53158
34,MH,36.4,Bikar,53158
35,MH,36.4,Bikini,53158
36,MH,36.4,Bokak,53158
37,MH,36.4,Ebon,53158
38,MH,36.4,Enewetak,53158
39,MH,36.4,Rongelap,53158
40,MH,36.4,Jaluit,53158
41,MH,36.4,Jemo Municipality,53158
42,MH,36.4,Aur,53158
43,MH,36.4,Maloelap,53158
44,MH,36.4,Ailinginae,53158
45,MH,36.4,Ailinglaplap,53158
46,MH,36.4,Ailuk,53158
47,MH,36.4,Arno,53158
48,GU,61.1,Guam,156509
49,WY,81.4,Teton County,5401
50,WY,76.5,Sublette County,1758
51,WY,85.7,Sheridan County,4685
52,WY,85.7,Sheridan County,4685
53,WY,85.7,Sheridan County,4685
54,WY,85.7,Sheridan County,4685
55,WI,49,Bayfield County,15078
56,VA,59.9,Shenandoah County,42059
57,VA,58.8,Middlesex County,10505
58,VA,58.6,Rappahannock County,7380
59,TX,48.6,Houston County,20222
60,TX,51.7,Starr County,61387
61,TX,60.8,Garza County,4066
62,TX,56.4,Eastland County,17398
63,TX,59.5,Borden County,673
64,TX,55.7,Cameron County,13215
65,TX,55.7,Cameron County,13215
66,TX,55.7,Cameron County,13215
67,TX,59.9,Kerr County,48239
68,TX,60.3,Franklin County,10466
69,TX,59.2,Nueces County,24888
70,TX,59.2,Nueces County,24888
71,TX,59.2,Nueces County,24888
72,TX,59.2,Nueces County,24888
73,TX,59.2,Nueces County,24888
74,TX,59.2,Nueces County,24888
75,TX,57.1,Karnes County,12211
76,TX,60.8,Upton County,3265
77,TX,59.4,Hill County,33842
78,TN,56.8,McMinn County,22209
79,TN,57.4,Roane County,52652
80,TN,53.6,Henry County,13796
81,TN,50,Polk County,16454
82,TN,61,Lewis County,11795
83,TN,61,Sequatchie County,14176
84,TN,58.3,Campbell County,20226
85,TN,55.8,Morgan County,18703
86,TN,56.8,Houston County,4017
87,TN,51.2,Jackson County,11360
88,TN,60.7,Dyer County,14558
89,TN,61.6,McNairy County,26001
90,TN,61,Carroll County,12479
91,TN,50.8,Benton County,16199
92,TN,60.7,Humphreys County,7322
93,TN,61.4,Shelby County,25842
94,TN,61.4,Shelby County,25842
95,TN,61.4,Shelby County,25842
96,TN,61.4,Shelby County,25842
97,TN,61.4,Shelby County,25842
98,TN,61.4,Shelby County,25842
99,TN,61.4,Shelby County,25842
100,TN,60.2,Hickman County,22743
101,TN,57.3,Shelby County,85059
102,TN,57.3,Shelby County,85059
103,TN,57.3,Shelby County,85059
104,TN,57.3,Shelby County,85059
105,TN,57.3,Shelby County,85059
106,TN,57.3,Shelby County,85059
107,TN,57.3,Shelby County,85059
108,TN,57.3,Shelby County,85059
109,TN,57.3,Shelby County,85059
110,TN,57.3,Shelby County,85059
111,TN,57.3,Shelby County,85059
112,TN,57.3,Shelby County,85059
113,TN,57.3,Shelby County,85059
114,TN,57.3,Shelby County,85059
115,TN,57.3,Shelby County,85059
116,TN,57.3,Shelby County,85059
117,TN,57.3,Shelby County,85059
118,TN,57.3,Shelby County,85059
119,TN,59.2,Shelby County,166724
120,TN,59.2,Shelby County,166724
121,TN,59.2,Shelby County,166724
122,TN,59.2,Shelby County,166724
123,TN,59.2,Shelby County,166724
124,TN,59.2,Shelby County,166724
125,TN,59.2,Shelby County,166724
126,TN,59.2,Shelby County,166724
127,TN,59.2,Shelby County,166724
128,TN,59.2,Shelby County,166724
129,TN,59.2,Shelby County,166724
130,TN,59.2,Shelby County,166724
131,TN,59.2,Shelby County,166724
132,TN,59.2,Shelby County,166724
133,TN,59.2,Shelby County,166724
134,TN,59.2,Shelby County,166724
135,TN,59.2,Shelby County,166724
136,TN,59.2,Shelby County,166724
137,TN,59.2,Shelby County,166724
138,TN,59.2,Shelby County,166724
139,TN,59.2,Shelby County,166724
140,TN,59.2,Shelby County,166724
141,TN,59.2,Shelby County,166724
142,TN,59.2,Shelby County,166724
143,TN,59.2,Shelby County,166724
144,TN,59.2,Shelby County,166724
145,TN,59.2,Shelby County,166724
146,TN,59.2,Shelby County,166724
147,TN,59.2,Shelby County,166724
148,TN,59.2,Shelby County,166724
149,TN,59.2,Shelby County,166724
150,TN,59.2,Shelby County,166724
151,TN,59.2,Shelby County,166724
152,TN,59.2,Shelby County,166724
153,TN,59.2,Shelby County,166724
154,TN,59.2,Shelby County,166724
155,TN,59.2,Shelby County,166724
156,TN,59.2,Shelby County,166724
157,TN,59.2,Shelby County,166724
158,TN,59.2,Shelby County,166724
159,TN,59.2,Shelby County,166724
160,TN,59.2,Shelby County,166724
161,TN,59.2,Shelby County,166724
162,TN,59.2,Shelby County,166724
163,TN,59.2,Shelby County,166724
164,TN,59.2,Shelby County,166724
165,TN,61.1,DeKalb County,8455
166,TN,52.6,Grainger County,22443
167,TN,52.3,Lake County,5029
168,TN,59.6,Carter County,55546
169,TN,56.2,Union County,18873
170,TN,51.5,Madison County,10160
171,TN,51.5,Madison County,10160
172,TN,51.5,Madison County,10160
173,TN,51.5,Madison County,10160
174,TN,51.5,Madison County,10160
175,TN,48,Lauderdale County,24643
176,TN,61.3,Hamblen County,27778
177,TN,52.8,Johnson County,16241
178,TN,60.4,Rhea County,31331
179,TN,60.7,Washington County,46246
180,TN,57.3,Grundy County,13275
181,TN,57.2,Marion County,11016
182,TN,61.6,Claiborne County,30602
183,TN,61.1,Cannon County,13598
184,TN,58.1,Meigs County,11397
185,TN,53.8,Cocke County,35023
186,TN,60.6,Sullivan County,61705
187,TN,50.2,Hancock County,6532
188,TN,58.3,Perry County,7694
189,TN,57.1,Lincoln County,14193
190,TN,58.8,Putnam County,33551
191,TN,55.6,Obion County,13547
192,TN,60.3,Warren County,18613
193,TN,56.2,Weakley County,14338
194,TN,52.4,Pickett County,2199
195,TN,59.8,Lawrence County,18848
196,TN,52.4,Van Buren County,5479
197,TN,59.9,Overton County,21785
198,TN,49.9,Decatur County,11439
199,TN,58.5,Gibson County,21330
200,TN,61.3,Bedford County,20857
201,TN,60.4,Chester County,17043
202,TN,58.6,Jefferson County,19890
203,TN,61.6,Marshall County,30888
204,TN,52.5,Hardeman County,23107
205,TN,61.9,Franklin County,15586
206,TN,55.8,Stewart County,13185
207,TN,60.2,Coffee County,23715
208,TN,61.5,Smith County,8154
209,TN,59.6,Greene County,29882
210,TN,60,Fayette County,11765
211,TN,54,Hawkins County,55686
212,TN,55.2,Wayne County,14856
213,TN,60.7,Monroe County,44680
214,TN,56.5,Loudon County,50179
215,TN,56.4,Cumberland County,56220
216,TN,60.3,Henderson County,27529
217,TN,61.9,Blount County,44124
218,TN,61.1,Macon County,22144
219,TN,55.1,White County,25533
220,TN,61,Sevier County,39645
221,TN,56.1,Haywood County,18157
222,TN,57,Scott County,22196
223,TN,59.8,Crockett County,14276
224,TN,56.7,Hardin County,25524
225,TN,61.5,Bradley County,41504
226,TN,60.7,Anderson County,28457
227,SD,61.5,Spink County,6483
228,SD,59.5,Beadle County,6604
229,SD,51.6,Pennington County,2415
230,SD,51.6,Pennington County,2415
231,SD,56.8,Lincoln County,2094
232,SD,56.8,Lincoln County,2094
233,SD,56.8,Lincoln County,2094
234,SD,56.8,Lincoln County,2094
235,SD,56.8,Lincoln County,2094
236,SD,56.8,Lincoln County,2094
237,SD,56.8,Lincoln County,2094
238,SD,56.8,Lincoln County,2094
239,SC,56.8,Union County,27895
240,SC,47.4,Greenville County,17135
241,SC,47.4,Greenville County,17135
242,SC,47.4,Greenville County,17135
243,SC,47.4,Greenville County,17135
244,SC,47.4,Greenville County,17135
245,SC,47.4,Greenville County,17135
246,SC,47.4,Greenville County,17135
247,SC,47.4,Greenville County,17135
248,PA,59.3,Cameron County,4866
249,PA,57.4,Carbon County,28127
250,PA,57.4,Carbon County,28127
251,PA,57.4,Carbon County,28127
252,PA,57.4,Schuylkill County,28127
253,PA,57.4,Schuylkill County,28127
254,PA,57.4,Schuylkill County,28127
255,PA,57.4,Schuylkill County,28127
256,PA,57.4,Schuylkill County,28127
257,PA,57.4,Schuylkill County,28127
258,PA,57.4,Schuylkill County,28127
259,PA,60.3,Greene County,17400
260,PA,60.3,Greene County,17400
261,PA,60.3,Greene County,17400
262,PA,60.3,Greene County,17400
263,PA,60.3,Greene County,17400
264,PA,60.3,Greene County,17400
265,PA,60.3,Greene County,17400
266,PA,60.3,Greene County,17400
267,PA,60.3,Greene County,17400
268,PA,60.3,Greene County,17400
269,PA,60.3,Greene County,17400
270,PA,59.4,Tioga County,13179
271,PA,59.4,Tioga County,13179
272,PA,59.4,Tioga County,13179
273,PA,59.4,Tioga County,13179
274,PA,59.4,Tioga County,13179
275,PA,59.4,Tioga County,13179
276,PA,59.4,Tioga County,13179
277,PA,59.4,Tioga County,13179
278,PA,59.4,Tioga County,13179
279,PA,59.4,Tioga County,13179
280,PA,57.7,Schuylkill County,30498
281,PA,57.7,Schuylkill County,30498
282,PA,57.7,Schuylkill County,30498
283,PA,57.7,Schuylkill County,30498
284,PA,57.7,Schuylkill County,30498
285,PA,57.7,Schuylkill County,30498
286,PA,57.7,Schuylkill County,30498
287,PA,57.7,Schuylkill County,30498
288,PA,57.7,Schuylkill County,30498
289,PA,57.7,Schuylkill County,30498
290,PA,57.7,Schuylkill County,30498
291,PA,57.7,Schuylkill County,30498
292,PA,57.7,Schuylkill County,30498
293,PA,57.7,Schuylkill County,30498
294,OK,53.2,Ellis County,1579
295,OK,59.5,Noble County,3983
296,OK,57.8,Carter County,5521
297,OK,57.8,Carter County,5521
298,OK,57.8,Carter County,5521
299,OK,58.4,Kay County,2226
300,OK,59.8,Kay County,12567
301,OK,57.8,Harper County,3655
302,OK,58.3,Adair County,13954
303,OK,58.3,Adair County,13954
304,OK,59.8,Pawnee County,4411
305,OK,55.5,Craig County,6596
306,OK,61.3,Cherokee County,13249
307,OK,61.3,Cherokee County,13249
308,OK,61.3,Cherokee County,13249
309,OK,61.3,Cherokee County,13249
310,OK,61.3,Cherokee County,13249
311,OK,61.3,Cherokee County,13249
312,OK,60.3,Creek County,13232
313,OK,60.3,Creek County,13232
314,OK,60.3,Creek County,13232
315,OK,60.3,Creek County,13232
316,OK,58.3,Pawnee County,1570
317,OK,59.2,Tulsa County,1391
318,OK,50.5,Blaine County,1608
319,OK,60.5,Cleveland County,4037
320,OK,57.5,Adair County,2727
321,OK,55.9,Osage County,2624
322,OK,57.4,Bryan County,10729
323,OK,57.4,Bryan County,10729
324,OK,57.4,Bryan County,10729
325,OK,57.4,Bryan County,10729
326,OK,57.4,Bryan County,10729
327,OK,57.4,Bryan County,10729
328,OK,57.4,Bryan County,10729
329,OK,61.1,Kay County,1615
330,OK,59.7,Osage County,3271
331,OK,61.4,Carter County,15971
332,OK,61.4,Carter County,15971
333,OH,61.1,Miami County,5526
334,OH,61.1,Miami County,5526
335,OH,61.1,Miami County,5526
336,OH,45.6,Franklin County,3760
337,OH,58.6,Ashtabula County,14252
338,OH,58.6,Ashtabula County,14252
339,OH,58.6,Ashtabula County,14252
340,OH,58.6,Ashtabula County,14252
341,OH,58.6,Ashtabula County,14252
342,OH,58.6,Ashtabula County,14252
343,OH,58.6,Ashtabula County,14252
344,OH,58.6,Ashtabula County,14252
345,OH,58.6,Ashtabula County,14252
346,OH,57.8,Medina County,1232
347,OH,61.5,Miami County,11101
348,OH,61.5,Miami County,11101
349,OH,61.5,Miami County,11101
350,OH,61.5,Miami County,11101
351,OH,61.5,Miami County,11101
352,OH,61.5,Miami County,11101
353,OH,57.2,Lake County,9946
354,OH,57.2,Lake County,9946
355,OH,57.2,Lake County,9946
356,OH,57.2,Lake County,9946
357,OH,57.2,Lake County,9946
358,OH,57.4,Stark County,9828
359,OH,57.4,Stark County,9828
360,OH,57.4,Stark County,9828
361,OH,57.4,Stark County,9828
362,ND,49.8,Emmons County,3434
363,NC,56.5,Graham County,8640
364,NC,54,Polk County,20105
365,NC,53.2,Haywood County,20141
366,NC,58.4,Martin County,24298
367,NY,54.5,Erie County,175774
368,NY,54.5,Erie County,175774
369,NY,54.5,Erie County,175774
370,NY,54.5,Erie County,175774
371,NY,54.5,Erie County,175774
372,NY,54.5,Erie County,175774
373,NY,54.5,Erie County,175774
374,NY,54.5,Erie County,175774
375,NY,54.5,Erie County,175774
376,NY,54.5,Erie County,175774
377,NY,54.5,Erie County,175774
378,NY,54.5,Erie County,175774
379,NY,54.5,Erie County,175774
380,NY,54.5,Erie County,175774
381,NY,54.5,Erie County,175774
382,NY,54.5,Erie County,175774
383,NY,54.5,Erie County,175774
384,NY,54.5,Erie County,175774
385,NY,54.5,Erie County,175774
386,NY,54.5,Erie County,175774
387,NY,54.5,Erie County,175774
388,NY,54.5,Erie County,175774
389,NY,54.5,Erie County,175774
390,NY,54.5,Erie County,175774
391,NY,54.5,Erie County,175774
392,NY,54.5,Erie County,175774
393,NY,54.5,Erie County,175774
394,NY,54.5,Erie County,175774
395,NY,54.5,Erie County,175774
396,NY,54.5,Erie County,175774
397,NY,54.5,Erie County,175774
398,NY,54.5,Erie County,175774
399,NY,54.5,Erie County,175774
400,NY,54.5,Erie County,175774
401,NY,54.5,Erie County,175774
402,NY,54.5,Erie County,175774
403,NY,54.5,Erie County,175774
404,NY,54.5,Erie County,175774
405,NY,54.5,Erie County,175774
406,NY,54.5,Erie County,175774
407,NY,54.5,Erie County,175774
408,NY,54.5,Erie County,175774
409,NY,54.5,Erie County,175774
410,NY,54.5,Erie County,175774
411,NY,54.5,Erie County,175774
412,NY,54.5,Erie County,175774
413,NY,54.5,Erie County,175774
414,NY,54.5,Erie County,175774
415,NY,54.5,Erie County,175774
416,NY,54.5,Erie County,175774
417,NY,54.5,Erie County,175774
418,NY,54.5,Erie County,175774
419,NY,54.5,Erie County,175774
420,NY,54.5,Erie County,175774
421,NY,54.5,Erie County,175774
422,NY,54.5,Erie County,175774
423,NY,54.5,Erie County,175774
424,NY,54.5,Erie County,175774
425,NY,54.5,Erie County,175774
426,NY,54.5,Erie County,175774
427,NY,54.5,Erie County,175774
428,NY,54.5,Erie County,175774
429,NY,54.5,Erie County,175774
430,NY,54.5,Erie County,175774
431,NY,54.5,Erie County,175774
432,NY,54.5,Erie County,175774
433,NY,54.5,Erie County,175774
434,NY,54.5,Erie County,175774
435,NY,54.5,Erie County,175774
436,NY,54.5,Erie County,175774
437,NY,54.5,Erie County,175774
438,NY,54.5,Erie County,175774
439,NY,54.5,Erie County,175774
440,NY,54.5,Erie County,175774
441,NY,54.5,Erie County,175774
442,NY,54.5,Erie County,175774
443,NY,54.5,Erie County,175774
444,NY,54.5,Erie County,175774
445,NY,54.5,Erie County,175774
446,NY,54.5,Erie County,175774
447,NY,54.5,Erie County,175774
448,NY,54.5,Erie County,175774
449,NY,54.5,Erie County,175774
450,NY,54.5,Erie County,175774
451,NY,54.5,Erie County,175774
452,NY,54.5,Erie County,175774
453,NY,54.5,Erie County,175774
454,NY,54.5,Erie County,175774
455,NY,54.5,Erie County,175774
456,NY,54.5,Erie County,175774
457,NY,54.5,Erie County,175774
458,NY,54.5,Erie County,175774
459,NY,54.5,Erie County,175774
460,NY,54.5,Erie County,175774
461,NY,54.5,Erie County,175774
462,NY,54.5,Erie County,175774
463,NY,54.5,Erie County,175774
464,NY,54.5,Erie County,175774
465,NY,54.5,Erie County,175774
466,NY,54.5,Erie County,175774
467,NY,54.5,Erie County,175774
468,NY,54.5,Erie County,175774
469,NY,54.5,Erie County,175774
470,NY,54.5,Erie County,175774
471,NY,54.5,Erie County,175774
472,NY,54.5,Erie County,175774
473,NY,57,Queens County,89095
474,NY,57,Queens County,89095
475,NY,57,Queens County,89095
476,NY,57,Queens County,89095
477,NY,57,Queens County,89095
478,NY,57,Queens County,89095
479,NY,57,Queens County,89095
480,NY,57,Queens County,89095
481,NY,57,Queens County,89095
482,NY,57,Queens County,89095
483,NY,57,Queens County,89095
484,NY,57,Queens County,89095
485,NY,57,Queens County,89095
486,NY,57,Queens County,89095
487,NY,57,Queens County,89095
488,NY,57,Queens County,89095
489,NY,57,Queens County,89095
490,NY,57,Queens County,89095
491,NY,57,Queens County,89095
492,NY,57,Queens County,89095
493,NY,57,Queens County,89095
494,NY,57,Queens County,89095
495,NY,57,Queens County,89095
496,NY,57,Queens County,89095
497,NY,57,Queens County,89095
498,NY,57,Queens County,89095
499,NY,57,Queens County,89095
500,NY,57,Queens County,89095
501,NY,57,Queens County,89095
502,NY,57,Queens County,89095
503,NY,57,Queens County,89095
504,NV,56.2,Clark County,15186
505,NV,56.2,Clark County,15186
506,NV,56.2,Clark County,15186
507,NV,56.2,Clark County,15186
508,NE,64.3,Sarpy County,11047
509,NE,64.3,Sarpy County,11047
510,NE,64.3,Sarpy County,11047
511,NE,64.3,Sarpy County,11047
512,NE,64.3,Sarpy County,11047
513,NE,64.3,Sarpy County,11047
514,NE,64.3,Sarpy County,11047
515,NE,64.3,Sarpy County,11047
516,NE,64.3,Sarpy County,11047
517,NE,62.9,Dodge County,12066
518,MI,54.2,Mackinac County,10870
519,MI,61.8,Leelanau County,21562
520,MI,59.5,Kent County,116126
521,MI,59.5,Kent County,116126
522,MI,59.5,Kent County,116126
523,MI,59.5,Kent County,116126
524,MI,59.5,Kent County,116126
525,MI,59.5,Kent County,116126
526,MI,59.5,Kent County,116126
527,MI,59.5,Kent County,116126
528,MI,59.5,Kent County,116126
529,MI,59.5,Kent County,116126
530,MI,59.5,Kent County,116126
531,MI,59.5,Kent County,116126
532,MI,59.5,Kent County,116126
533,MI,59.5,Kent County,116126
534,MI,59.5,Kent County,116126
535,MI,59.5,Kent County,116126
536,MI,59.5,Kent County,116126
537,MI,59.5,Kent County,116126
538,MI,59.5,Kent County,116126
539,MI,59.5,Kent County,116126
540,MI,59.5,Kent County,116126
541,MI,59.5,Kent County,116126
542,MI,59.5,Kent County,116126
543,MI,59.5,Kent County,116126
544,MI,59.5,Kent County,116126
545,MI,59.5,Kent County,116126
546,MI,59.5,Kent County,116126
547,MI,59.5,Kent County,116126
548,MI,59.5,Kent County,116126
549,MI,59.5,Kent County,116126
550,MI,59.5,Kent County,116126
551,MI,59.5,Kent County,116126
552,MI,59.5,Kent County,116126
553,MI,59.5,Kent County,116126
554,MI,59.5,Kent County,116126
555,MI,59.5,Kent County,116126
556,MI,59.5,Kent County,116126
557,MI,59.5,Kent County,116126
558,MI,59.5,Kent County,116126
559,MI,59.5,Kent County,116126
560,MI,59.5,Kent County,116126
561,MI,59.5,Kent County,116126
562,MI,59.5,Kent County,116126
563,MI,59.5,Kent County,116126
564,MI,59.5,Kent County,116126
565,MI,59.5,Kent County,116126
566,MI,59.5,Kent County,116126
567,MI,59.5,Kent County,116126
568,MI,59.5,Kent County,116126
569,MI,59.5,Kent County,116126
570,MI,59.5,Kent County,116126
571,MI,59.5,Kent County,116126
572,MI,59.5,Kent County,116126
573,MI,59.5,Kent County,116126
574,MI,59.5,Kent County,116126
575,MI,59.5,Kent County,116126
576,MI,59.5,Kent County,116126
577,MI,59.5,Kent County,116126
578,MI,59.5,Kent County,116126
579,MI,59.5,Kent County,116126
580,MI,59.5,Kent County,116126
581,MI,59.5,Kent County,116126
582,MI,59.5,Kent County,116126
583,MI,59.5,Kent County,116126
584,MI,59.5,Kent County,116126
585,MI,59.5,Kent County,116126
586,MD,67.7,Carroll County,22679
587,LA,56.8,Natchitoches Parish,38306
588,LA,60.7,Lincoln Parish,44174
589,LA,49.2,Franklin Parish,19084
590,LA,59.2,Assumption Parish,22738
591,LA,59.8,West Baton Rouge Parish,24303
592,LA,55.8,Winn Parish,12959
593,LA,52.5,St. Helena Parish,10483
594,LA,52.2,Jackson Parish,14822
595,LA,58.8,Avoyelles Parish,37533
596,LA,58.5,Morehouse Parish,25858
597,LA,50.8,Concordia Parish,18171
598,LA,59.7,Richland Parish,19803
599,LA,56.1,Sabine Parish,23697
600,LA,57.1,Caldwell Parish,9511
601,LA,57,West Carroll Parish,10622
602,LA,59.6,East Carroll Parish,5488
603,LA,51.2,Bienville Parish,13597
604,LA,54.9,Pointe Coupee Parish,22103
605,LA,61.1,Iberville Parish,29547
606,LA,51.3,Union Parish,21812
607,LA,41.4,Tensas Parish,4774
608,LA,58.7,Grant Parish,18885
609,LA,60.1,LaSalle Parish,13589
610,LA,60.7,St. James Parish,21366
611,LA,54.6,De Soto Parish,26846
612,LA,60.7,East Feliciana Parish,16793
613,LA,42.7,Madison Parish,10045
614,LA,57.6,Washington Parish,44472
615,LA,58.5,Catahoula Parish,9167
616,LA,46.2,Claiborne Parish,14401
617,LA,62,Webster Parish,39307
618,KY,52.6,Bath County,11665
619,KY,61.2,Marshall County,30615
620,KY,56.5,Green County,11028
621,KY,55,Lewis County,13889
622,KY,41.8,Owsley County,4764
623,KY,56.1,Hickman County,4869
624,KY,56.8,Union County,14849
625,KY,58,Bell County,27161
626,KY,45.1,Robertson County,2189
627,KY,61.4,Wolfe County,7127
628,KY,61,Caldwell County,12977
629,KY,61.1,Allen County,19890
630,KY,57,Fulton County,6155
631,KY,54.2,Butler County,12508
632,KY,58.9,Harlan County,28168
633,KY,54.2,Menifee County,6331
634,KY,58.1,Knott County,15446
635,KY,57.3,Trigg County,14152
636,KY,58.8,Metcalfe County,10074
637,KY,60.7,McLean County,9554
638,KY,60.7,Breckinridge County,19660
639,KY,57.5,Ohio County,23525
640,KY,53.8,Cumberland County,6726
641,KY,61,Leslie County,10879
642,KY,53.5,Casey County,15984
643,KY,61.1,Graves County,36768
644,KY,57,Wayne County,20356
645,KY,59.8,Lyon County,7060
646,KY,55.7,Morgan County,11769
647,KY,58,Livingston County,9479
648,KY,57.1,Edmonson County,12011
649,KY,62,Monroe County,10678
650,KY,58.9,McCreary County,18204
651,KY,60.9,Hancock County,8569
652,KY,58.7,Russell County,17562
653,KY,61.8,Carlisle County,5081
654,KY,56.6,Lee County,7831
655,KY,60.1,Hart County,18278
656,KY,51,Knox County,31874
657,KY,55.7,Powell County,12205
658,KY,58.7,Larue County,14175
659,KY,58.7,Ballard County,8268
660,KY,56.1,Lincoln County,18245
661,KY,56.1,Lincoln County,18245
662,KY,56.1,Lincoln County,18245
663,KY,56.1,Lincoln County,18245
664,KY,56.1,Lincoln County,18245
665,KY,57.1,Lincoln County,24266
666,KY,55.3,Clay County,19522
667,KY,52.8,Jackson County,13257
668,IN,85.2,Marion County,6794
669,IN,58.7,Fayette County,10179
670,IN,58.7,Fayette County,10179
671,IN,58.7,Fayette County,10179
672,IN,58.7,Fayette County,10179
673,IN,58.7,Fayette County,10179
674,IN,56.1,Henry County,17916
675,IN,60.7,Randolph County,25339
676,IN,56.5,Blackford County,4658
677,IN,57.7,Wabash County,11329
678,ID,52,Lewis County,1614
679,ID,56.6,Oneida County,4223
680,ID,53.2,Butte County,2737
681,ID,60.2,Benewah County,3957
682,GA,58.3,Catoosa County,12578
683,GA,58.3,Catoosa County,12578
684,GA,58.3,Catoosa County,12578
685,GA,58.3,Catoosa County,12578
686,GA,58.3,Catoosa County,12578
687,GA,54.3,Bibb County,70641
688,GA,56,Burke County,22822
689,GA,58.3,Bleckley County,11447
690,GA,61.5,Walker County,66648
691,GA,61.2,Floyd County,39933
692,GA,57,Tift County,19626
693,GA,59,Gordon County,26167
694,GA,58.1,Evans County,10266
695,FL,61.6,Hillsborough County,19943
696,FL,61.6,Hillsborough County,19943
697,FL,61.6,Hillsborough County,19943
698,FL,61.6,Hillsborough County,19943
699,FL,61.6,Hillsborough County,19943
700,FL,61.6,Hillsborough County,19943
701,FL,61.6,Hillsborough County,19943
702,FL,61.6,Hillsborough County,19943
703,FL,61.6,Hillsborough County,19943
704,CA,55.4,Lake County,63299
705,CA,59.4,Fresno County,24266
706,CA,59.4,Fresno County,24266
707,CA,59.4,Fresno County,24266
708,CA,59.4,Fresno County,24266
709,CA,59.4,Fresno County,24266
710,CA,59.4,Fresno County,24266
711,CA,57.3,Sacramento County,5618
712,CA,57.3,Sacramento County,5618
713,CA,59.7,Mendocino County,86121
714,CA,54.5,Tuolumne County,50714
715,CA,60.4,San Bernardino County,52836
716,CA,60.4,San Bernardino County,52836
717,CA,60.4,San Bernardino County,52836
718,CA,60.4,San Bernardino County,52836
719,CA,60.4,San Bernardino County,52836
720,CA,60.4,San Bernardino County,52836
721,CA,60.4,San Bernardino County,52836
722,CA,60.4,San Bernardino County,52836
723,CA,60.4,San Bernardino County,52836
724,CA,60.4,San Bernardino County,52836
725,CA,60.4,San Bernardino County,52836
726,CA,58.8,Amador County,32932
727,CA,47,Solano County,8193
728,CA,54.4,Orange County,17473
729,CA,54.4,Orange County,17473
730,CA,54.4,Orange County,17473
731,CA,54.4,Orange County,17473
732,CA,54.4,Orange County,17473
733,CA,54.4,Orange County,17473
734,CA,54.4,Orange County,17473
735,CA,54.4,Orange County,17473
736,CA,54.4,Orange County,17473
737,CA,54.4,Orange County,17473
738,CA,54.4,Orange County,17473
739,CA,54.4,Orange County,17473
740,CA,54.4,Orange County,17473
741,CA,54.4,Orange County,17473
742,CA,54.4,Orange County,17473
743,CA,54.4,Orange County,17473
744,CA,54.4,Orange County,17473
745,AR,61.4,Randolph County,17438
746,AR,58.6,Drew County,17569
747,AR,53.8,Pulaski County,10768
748,AR,53.8,Pulaski County,10768
749,AR,53.8,Pulaski County,10768
750,AR,53.8,Pulaski County,10768
751,AR,60,Pope County,14562
752,AR,60,Pope County,14562
753,AR,60,Pope County,14562
754,AR,60,Pope County,14562
755,AR,60,Pope County,14562
756,AR,60,Pope County,14562
757,AR,60,Pope County,14562
758,AR,60,Pope County,14562
759,AR,60,Pope County,14562
760,AR,54.6,Lincoln County,10394
761,AZ,48.1,Mohave County,21113
762,AZ,48.1,Mohave County,21113
763,AZ,48.1,Mohave County,21113
764,AZ,48.1,Mohave County,21113
765,AZ,48.1,Mohave County,21113
766,AZ,48.1,Mohave County,21113
767,AZ,48.1,Mohave County,21113
768,AZ,48.1,Mohave County,21113
769,AZ,48.1,Mohave County,21113
770,AZ,48.1,Mohave County,21113
771,AZ,48.1,Mohave County,21113
772,AZ,48.1,Mohave County,21113
773,AZ,61.5,Greenlee County,41563
774,AZ,61.5,Graham County,41563
775,AZ,50.9,Gila County,52294
776,AZ,56.6,Maricopa County,73158
777,AZ,56.6,Maricopa County,73158
778,AZ,56.6,Maricopa County,73158
779,AZ,56.6,Maricopa County,73158
780,AZ,56.6,Maricopa County,73158
781,AZ,56.6,Maricopa County,73158
782,AZ,56.6,Maricopa County,73158
783,AZ,56.6,Maricopa County,73158
784,AZ,56.6,Maricopa County,73158
785,AZ,56.6,Maricopa County,73158
786,AZ,56.6,Maricopa County,73158
