gnd,pctile,year,le_raceadj,quartiles
M,72,2011,84.336922,Q3
M,72,2012,85.314224,Q3
M,72,2013,85.69809000000001,Q3
M,72,2014,86.31504100000001,Q3
M,73,2001,83.841248,Q3
M,73,2002,82.975998,Q3
M,73,2003,83.76434300000001,Q3
M,73,2004,84.56532299999999,Q3
M,73,2005,84.15323599999999,Q3
M,73,2006,84.95414699999999,Q3
M,73,2007,85.132324,Q3
M,73,2008,86.195786,Q3
M,73,2009,85.66081199999999,Q3
M,73,2010,85.911423,Q3
M,73,2011,85.81591,Q3
M,73,2012,85.16926600000001,Q3
M,73,2013,85.848663,Q3
M,73,2014,85.057381,Q3
M,74,2001,82.67896999999999,Q3
M,74,2002,82.66838100000001,Q3
M,74,2003,83.092834,Q3
M,74,2004,83.81929000000001,Q3
M,74,2005,83.883408,Q3
M,74,2006,84.763283,Q3
M,74,2007,84.707146,Q3
M,74,2008,85.493462,Q3
M,74,2009,85.053421,Q3
M,74,2010,85.275604,Q3
M,74,2011,84.840233,Q3
M,74,2012,85.759872,Q3
M,74,2013,86.167938,Q3
M,74,2014,85.874199,Q3
M,75,2001,83.95517,Q3
M,75,2002,83.438004,Q3
M,75,2003,82.800545,Q3
M,75,2004,83.678535,Q3
M,75,2005,84.618492,Q3
M,75,2006,84.646637,Q3
M,75,2007,85.115662,Q3
M,75,2008,85.321655,Q3
M,75,2009,85.209358,Q3
M,75,2010,84.595795,Q3
M,75,2011,84.38655899999999,Q3
M,75,2012,86.19950899999999,Q3
M,75,2013,86.521263,Q3
M,75,2014,86.130455,Q3
M,76,2001,82.647095,Q4
M,76,2002,83.576347,Q4
M,76,2003,83.764786,Q4
M,76,2004,83.749847,Q4
M,76,2005,85.560577,Q4
M,76,2006,84.916763,Q4
M,76,2007,85.17115,Q4
M,76,2008,85.766922,Q4
M,76,2009,84.834625,Q4
M,76,2010,86.07688900000001,Q4
M,76,2011,85.311066,Q4
M,76,2012,86.118851,Q4
M,76,2013,84.915062,Q4
M,76,2014,86.511139,Q4
M,77,2001,83.591499,Q4
M,77,2002,83.75799599999999,Q4
M,77,2003,83.035507,Q4
M,77,2004,82.639473,Q4
M,77,2005,84.670082,Q4
M,77,2006,84.547691,Q4
M,77,2007,85.301804,Q4
M,77,2008,85.72789,Q4
M,77,2009,85.917015,Q4
M,77,2010,85.37690699999999,Q4
M,77,2011,85.473701,Q4
M,77,2012,84.757706,Q4
M,77,2013,86.427887,Q4
M,77,2014,85.704987,Q4
M,78,2001,83.599281,Q4
M,78,2002,82.663795,Q4
M,78,2003,83.558258,Q4
M,78,2004,84.399452,Q4
M,78,2005,83.999802,Q4
M,78,2006,83.858696,Q4
M,78,2007,84.557091,Q4
M,78,2008,85.735451,Q4
M,78,2009,86.043938,Q4
M,78,2010,86.48735,Q4
M,78,2011,85.517944,Q4
M,78,2012,86.039589,Q4
M,78,2013,85.20082099999999,Q4
M,78,2014,85.94830300000001,Q4
M,79,2001,82.926216,Q4
M,79,2002,84.324547,Q4
M,79,2003,83.41848,Q4
M,79,2004,83.45002,Q4
M,79,2005,83.89323399999999,Q4
M,79,2006,86.253265,Q4
M,79,2007,85.774559,Q4
M,79,2008,85.746651,Q4
M,79,2009,85.937782,Q4
M,79,2010,86.407524,Q4
M,79,2011,85.603394,Q4
M,79,2012,85.213654,Q4
M,79,2013,85.472084,Q4
M,79,2014,85.12685400000001,Q4
M,80,2001,83.65280200000001,Q4
M,80,2002,84.459953,Q4
M,80,2003,83.37406899999999,Q4
M,80,2004,84.035851,Q4
M,80,2005,84.31189,Q4
M,80,2006,84.362648,Q4
M,80,2007,84.985413,Q4
M,80,2008,85.828224,Q4
M,80,2009,86.77280400000001,Q4
M,80,2010,85.826775,Q4
M,80,2011,87.482254,Q4
M,80,2012,85.90818,Q4
M,80,2013,86.080444,Q4
M,80,2014,85.60842099999999,Q4
M,81,2001,84.231911,Q4
M,81,2002,84.111305,Q4
M,81,2003,84.837135,Q4
M,81,2004,83.88398000000001,Q4
M,81,2005,83.856651,Q4
M,81,2006,84.593422,Q4
M,81,2007,85.233528,Q4
M,81,2008,85.92498,Q4
M,81,2009,87.473373,Q4
M,81,2010,85.348343,Q4
M,81,2011,84.834526,Q4
M,81,2012,85.12730400000001,Q4
M,81,2013,86.191124,Q4
M,81,2014,85.742188,Q4
M,82,2001,83.138733,Q4
M,82,2002,83.21597299999999,Q4
M,82,2003,84.54740100000001,Q4
M,82,2004,84.822502,Q4
M,82,2005,83.645081,Q4
M,82,2006,85.11668399999999,Q4
M,82,2007,85.740311,Q4
M,82,2008,85.358475,Q4
M,82,2009,85.794647,Q4
M,82,2010,85.228714,Q4
M,82,2011,86.89233399999999,Q4
M,82,2012,84.691498,Q4
M,82,2013,86.92462900000001,Q4
M,82,2014,86.374062,Q4
M,83,2001,84.118217,Q4
M,83,2002,84.08606,Q4
M,83,2003,82.804825,Q4
M,83,2004,84.783485,Q4
M,83,2005,83.75647,Q4
M,83,2006,85.619545,Q4
M,83,2007,86.273483,Q4
M,83,2008,86.194435,Q4
M,83,2009,86.412994,Q4
M,83,2010,86.41529799999999,Q4
M,83,2011,87.174042,Q4
M,83,2012,85.228767,Q4
M,83,2013,86.407394,Q4
M,83,2014,86.242294,Q4
M,84,2001,83.34585600000001,Q4
M,84,2002,84.251755,Q4
M,84,2003,84.79858399999999,Q4
M,84,2004,84.67227199999999,Q4
M,84,2005,84.760086,Q4
M,84,2006,86.549171,Q4
M,84,2007,86.682312,Q4
M,84,2008,86.435875,Q4
M,84,2009,86.23940999999999,Q4
M,84,2010,86.089157,Q4
M,84,2011,86.292946,Q4
M,84,2012,86.223351,Q4
M,84,2013,86.224571,Q4
M,84,2014,86.58201600000001,Q4
M,85,2001,84.11177099999999,Q4
M,85,2002,83.260849,Q4
M,85,2003,84.608994,Q4
M,85,2004,84.789101,Q4
M,85,2005,85.578751,Q4
M,85,2006,85.960426,Q4
M,85,2007,84.29361,Q4
M,85,2008,84.92115799999999,Q4
M,85,2009,85.867287,Q4
M,85,2010,85.71978,Q4
M,85,2011,85.13209499999999,Q4
M,85,2012,86.55703000000001,Q4
M,85,2013,86.910843,Q4
M,85,2014,86.937416,Q4
M,86,2001,84.58445,Q4
M,86,2002,84.01368000000001,Q4
M,86,2003,83.868111,Q4
M,86,2004,85.979446,Q4
M,86,2005,85.889847,Q4
M,86,2006,85.33548,Q4
M,86,2007,86.085121,Q4
M,86,2008,86.067833,Q4
M,86,2009,86.71378299999999,Q4
M,86,2010,86.802399,Q4
M,86,2011,86.04400600000001,Q4
M,86,2012,85.471962,Q4
M,86,2013,86.083153,Q4
M,86,2014,85.70264399999999,Q4
M,87,2001,84.205536,Q4
M,87,2002,83.300476,Q4
M,87,2003,83.666832,Q4
M,87,2004,83.631813,Q4
M,87,2005,84.968452,Q4
M,87,2006,85.03624,Q4
M,87,2007,86.024063,Q4
M,87,2008,86.060577,Q4
M,87,2009,87.45446,Q4
M,87,2010,87.384682,Q4
M,87,2011,87.115913,Q4
M,87,2012,86.573128,Q4
M,87,2013,86.190651,Q4
M,87,2014,87.295113,Q4
M,88,2001,84.674583,Q4
M,88,2002,83.705376,Q4
M,88,2003,83.835358,Q4
M,88,2004,85.291023,Q4
M,88,2005,84.848061,Q4
M,88,2006,85.00177,Q4
M,88,2007,86.811073,Q4
M,88,2008,85.485435,Q4
M,88,2009,85.902176,Q4
M,88,2010,86.339539,Q4
M,88,2011,86.820824,Q4
M,88,2012,86.694962,Q4
M,88,2013,85.679817,Q4
M,88,2014,88.023865,Q4
M,89,2001,85.010628,Q4
M,89,2002,85.04941600000001,Q4
M,89,2003,84.11462399999999,Q4
M,89,2004,84.796082,Q4
M,89,2005,85.57012900000001,Q4
M,89,2006,86.843124,Q4
M,89,2007,86.3088,Q4
M,89,2008,85.437637,Q4
M,89,2009,86.55618299999999,Q4
M,89,2010,86.949783,Q4
M,89,2011,85.730225,Q4
M,89,2012,86.82476,Q4
M,89,2013,87.482384,Q4
M,89,2014,86.60736800000001,Q4
M,90,2001,85.25269300000001,Q4
M,90,2002,85.191612,Q4
M,90,2003,85.375488,Q4
M,90,2004,85.25458499999999,Q4
M,90,2005,85.844528,Q4
M,90,2006,86.30378,Q4
M,90,2007,86.572266,Q4
M,90,2008,85.651596,Q4
M,90,2009,87.05532099999999,Q4
M,90,2010,85.984222,Q4
M,90,2011,86.76123,Q4
M,90,2012,86.565956,Q4
M,90,2013,87.129425,Q4
M,90,2014,88.346756,Q4
M,91,2001,84.102859,Q4
M,91,2002,84.937202,Q4
M,91,2003,85.020226,Q4
M,91,2004,86.16655,Q4
M,91,2005,85.523537,Q4
M,91,2006,86.40884399999999,Q4
M,91,2007,86.119743,Q4
M,91,2008,87.709343,Q4
M,91,2009,85.088875,Q4
M,91,2010,86.778008,Q4
M,91,2011,87.31478100000001,Q4
M,91,2012,87.608284,Q4
M,91,2013,86.948219,Q4
M,91,2014,87.587257,Q4
M,92,2001,86.463852,Q4
M,92,2002,85.16188000000001,Q4
M,92,2003,85.04454,Q4
M,92,2004,85.68821700000001,Q4
M,92,2005,86.609116,Q4
M,92,2006,86.705849,Q4
M,92,2007,86.966759,Q4
M,92,2008,86.16346,Q4
M,92,2009,87.252808,Q4
M,92,2010,86.588173,Q4
M,92,2011,87.589203,Q4
M,92,2012,87.237549,Q4
M,92,2013,87.87428299999999,Q4
M,92,2014,87.986885,Q4
M,93,2001,85.340866,Q4
M,93,2002,83.96977199999999,Q4
M,93,2003,85.261147,Q4
M,93,2004,86.302582,Q4
M,93,2005,85.70405600000001,Q4
M,93,2006,84.970512,Q4
M,93,2007,86.134888,Q4
M,93,2008,88.118881,Q4
M,93,2009,86.142143,Q4
M,93,2010,87.350563,Q4
M,93,2011,88.16130799999999,Q4
M,93,2012,88.195625,Q4
M,93,2013,87.316841,Q4
M,93,2014,87.49814599999999,Q4
M,94,2001,85.953514,Q4
M,94,2002,85.000824,Q4
M,94,2003,85.495918,Q4
M,94,2004,86.21198299999999,Q4
M,94,2005,86.7248,Q4
M,94,2006,87.009956,Q4
M,94,2007,85.269638,Q4
M,94,2008,87.424934,Q4
M,94,2009,87.721428,Q4
M,94,2010,87.725227,Q4
M,94,2011,87.90520500000001,Q4
M,94,2012,87.695847,Q4
M,94,2013,87.373863,Q4
M,94,2014,87.72022199999999,Q4
M,95,2001,85.341171,Q4
M,95,2002,85.863022,Q4
M,95,2003,86.29409,Q4
M,95,2004,87.106285,Q4
M,95,2005,86.568108,Q4
M,95,2006,87.839729,Q4
M,95,2007,85.14209,Q4
M,95,2008,86.801987,Q4
M,95,2009,86.880844,Q4
M,95,2010,87.510338,Q4
M,95,2011,86.582275,Q4
M,95,2012,86.717102,Q4
M,95,2013,87.37404599999999,Q4
M,95,2014,88.521927,Q4
M,96,2001,85.585365,Q4
M,96,2002,84.837036,Q4
M,96,2003,85.125221,Q4
M,96,2004,85.91551199999999,Q4
M,96,2005,86.848587,Q4
M,96,2006,86.859787,Q4
M,96,2007,87.05899000000001,Q4
M,96,2008,86.603943,Q4
M,96,2009,87.668716,Q4
M,96,2010,87.947609,Q4
M,96,2011,88.015244,Q4
M,96,2012,86.858406,Q4
M,96,2013,88.012238,Q4
M,96,2014,87.721924,Q4
M,97,2001,86.920204,Q4
M,97,2002,85.751152,Q4
M,97,2003,84.983246,Q4
M,97,2004,87.422432,Q4
M,97,2005,86.51436600000001,Q4
M,97,2006,86.617439,Q4
M,97,2007,85.706299,Q4
M,97,2008,87.37928000000001,Q4
M,97,2009,86.340477,Q4
M,97,2010,88.584854,Q4
M,97,2011,87.967735,Q4
M,97,2012,87.03334,Q4
M,97,2013,88.894417,Q4
M,97,2014,88.617989,Q4
M,98,2001,85.9758,Q4
M,98,2002,85.37844799999999,Q4
M,98,2003,87.037048,Q4
M,98,2004,87.480438,Q4
M,98,2005,87.569824,Q4
M,98,2006,86.79499100000001,Q4
M,98,2007,87.349503,Q4
M,98,2008,88.18476899999999,Q4
M,98,2009,87.319412,Q4
M,98,2010,87.464043,Q4
M,98,2011,88.29705799999999,Q4
M,98,2012,87.598869,Q4
M,98,2013,87.766136,Q4
M,98,2014,87.984863,Q4
M,99,2001,87.608307,Q4
M,99,2002,85.120277,Q4
M,99,2003,86.60327099999999,Q4
M,99,2004,86.55477900000001,Q4
M,99,2005,87.584625,Q4
M,99,2006,88.27602399999999,Q4
M,99,2007,88.21100600000001,Q4
M,99,2008,86.943878,Q4
M,99,2009,87.532425,Q4
M,99,2010,88.258972,Q4
M,99,2011,88.388535,Q4
M,99,2012,87.966202,Q4
M,99,2013,88.766502,Q4
M,99,2014,89.012512,Q4
M,100,2001,87.406288,Q4
M,100,2002,88.17375899999999,Q4
M,100,2003,86.072571,Q4
M,100,2004,88.20478100000001,Q4
M,100,2005,87.48085,Q4
M,100,2006,87.19009399999999,Q4
M,100,2007,87.607712,Q4
M,100,2008,87.922089,Q4
M,100,2009,87.5896,Q4
M,100,2010,88.866783,Q4
M,100,2011,88.712631,Q4
M,100,2012,88.256958,Q4
M,100,2013,88.934837,Q4
M,100,2014,89.78313399999999,Q4
