State,Zip,Latitude,Longitude,IMU Score
FL,12099.0,26.609044081999997,-80.091450027,46.5
FL,12099.0,26.755871143,-80.06246203099991,44.9
FL,12099.0,26.755871143,-80.06246203099991,46.5
FL,12099.0,26.651662176000098,-80.20506363199999,44.9
FL,12099.0,26.651662176000098,-80.20506363199999,46.5
FL,12099.0,26.35873272,-80.102834805,44.9
FL,12099.0,26.35873272,-80.102834805,46.5
FL,12099.0,26.753958106,-80.06746905899999,44.9
FL,12099.0,26.753958106,-80.06746905899999,46.5
FL,12099.0,26.9228733090001,-80.096366679,44.9
FL,12099.0,26.9228733090001,-80.096366679,46.5
FL,12099.0,26.3561962630001,-80.199188577,44.9
FL,12099.0,26.3561962630001,-80.199188577,46.5
FL,12099.0,26.784928027,-80.11247523600001,44.9
FL,12099.0,26.784928027,-80.11247523600001,46.5
FL,12099.0,26.4363485430001,-80.12949213899999,44.9
FL,12099.0,26.4363485430001,-80.12949213899999,46.5
FL,12099.0,26.437660367,-80.12778344600001,44.9
FL,12099.0,26.437660367,-80.12778344600001,46.5
FL,12053.0,28.5388338240001,-82.44349159800001,47.1
FL,12053.0,28.5388338240001,-82.44349159800001,49.9
FL,12053.0,28.532263633000102,-82.51696045199999,47.1
FL,12053.0,28.532263633000102,-82.51696045199999,49.9
FL,12053.0,28.532935538000103,-82.484208672,47.1
FL,12053.0,28.532935538000103,-82.484208672,49.9
FL,12053.0,28.437487205,-82.54037494800001,47.1
FL,12053.0,28.437487205,-82.54037494800001,49.9
FL,12053.0,28.5362240580001,-82.534096049,47.1
FL,12053.0,28.5362240580001,-82.534096049,49.9
FL,12101.0,28.3479628600001,-82.20072007999991,42.4
FL,12101.0,28.3479628600001,-82.20072007999991,50.3
FL,12101.0,28.3479628600001,-82.20072007999991,54.9
FL,12101.0,28.195624133000003,-82.351142607,42.4
FL,12101.0,28.195624133000003,-82.351142607,50.3
FL,12101.0,28.195624133000003,-82.351142607,54.9
FL,12101.0,28.2003665390001,-82.3238114179999,42.4
FL,12101.0,28.2003665390001,-82.3238114179999,50.3
FL,12101.0,28.2003665390001,-82.3238114179999,54.9
FL,12101.0,28.295273091000098,-82.48991382299991,42.4
FL,12101.0,28.295273091000098,-82.48991382299991,50.3
